ts_code,n_days,n_min_jiazi,n_med_jiazi,n_max_jiazi,n_missing_jiazi,min_trade_date,max_trade_date,p_wald_k56,wald_stat_k56,df_num_k56,beta_s5,beta_c5,beta_s6,beta_c6,amp_5,phase_5_rad,amp_6,phase_6_rad,r2_controls,r2_harmonic,delta_r2,hac_maxlags,formula
spx,4053,65,67,70,0,20100105,20260213,0.7138435131423753,2.1192128253330247,4,-0.0002017950762407906,0.00023371380948148575,2.2134242886553243e-06,-0.00017443811759341527,0.0003087772620148296,2.283034637291217,0.00017445215996546385,-1.5581081280347622,0.004327632660809377,0.00485979265495784,0.0005321599941484623,5,ret_1d ~ s5 + c5 + s6 + c6 + C(weekday) + C(month) + C(year)
