ts_code,target,group_col,group_value,marginal_mean,marginal_effect_vs_all,marginal_mean_all,se_effect,z_effect,p_value_effect,q_value_effect,coef,p_value,q_value
ndq,up,ganzhi_day,丁丑,0.5429210945898516,-0.015539684887202476,0.5584607794770541,0.059797612787699,-0.25987132533824414,0.7949630306106892,0.9839464820954805,,,
ndq,up,ganzhi_day,丁亥,0.6374356606053638,0.07897488112830975,0.5584607794770541,0.057161323496552896,1.3816139357422736,0.16709027273363442,0.8354513636681721,0.3964697526745719,0.25822560335774825,0.9728691718254421
ndq,up,ganzhi_day,丁卯,0.5043115312738213,-0.05414924820323275,0.5584607794770541,0.061770905835957256,-0.8766141190649678,0.380696267680803,0.9730578363764877,-0.15660371813973487,0.6551405707693136,0.9728691718254421
ndq,up,ganzhi_day,丁巳,0.4347355736570705,-0.12372520581998359,0.5584607794770541,0.06070718048411168,-2.0380654287241198,0.04154338996624008,0.8354513636681721,-0.4395132020081161,0.21060845870185485,0.9728691718254421
ndq,up,ganzhi_day,丁未,0.6395725697155482,0.08111179023849413,0.5584607794770541,0.05844610964982962,1.3878047781873295,0.1651964994485301,0.8354513636681721,0.4058267131581278,0.2527742943143616,0.9728691718254421
ndq,up,ganzhi_day,丁酉,0.5969759402174675,0.03851516074041339,0.5584607794770541,0.05881659166755291,0.6548349649043143,0.5125740161232049,0.9730578363764877,0.22323567333285116,0.523202442262839,0.9728691718254421
ndq,up,ganzhi_day,丙午,0.5331714217012853,-0.025289357775768795,0.5584607794770541,0.0596927767829955,-0.42365859218954777,0.671814817721035,0.9730578363764877,-0.039668344794695096,0.9086129284857812,0.9728691718254421
ndq,up,ganzhi_day,丙子,0.5603294054926655,0.001868626015611441,0.5584607794770541,0.059168809243071864,0.03158126789293533,0.974805981994086,0.9977751480749498,0.07118118148993302,0.8379107270993141,0.9728691718254421
ndq,up,ganzhi_day,丙寅,0.5748230587926673,0.016362279315613182,0.5584607794770541,0.05837782710398921,0.2802824313153491,0.7792608285995246,0.9839464820954805,0.13089905592593834,0.7045325071197002,0.9728691718254421
ndq,up,ganzhi_day,丙戌,0.533237207458676,-0.025223572018378104,0.5584607794770541,0.06018928947062448,-0.4190707722291443,0.6751644105184585,0.9730578363764877,-0.039401061745479714,0.9098728384754052,0.9728691718254421
ndq,up,ganzhi_day,丙申,0.5384869313282058,-0.019973848148848283,0.5584607794770541,0.06064174825450635,-0.32937454350788786,0.7418726066349876,0.9839464820954805,-0.018055896369411503,0.9587186421585877,0.9728691718254421
ndq,up,ganzhi_day,丙辰,0.5392938950579547,-0.019166884419099417,0.5584607794770541,0.05995240226922407,-0.31970169156905553,0.7491944773467468,0.9839464820954805,-0.014771865686176326,0.9659780598390447,0.9728691718254421
ndq,up,ganzhi_day,乙丑,0.6184687577368909,0.060007978259836836,0.5584607794770541,0.05986169968439408,1.0024436087884903,0.3161293891448683,0.9730578363764877,0.31439665137788675,0.3782360359053737,0.9728691718254421
ndq,up,ganzhi_day,乙亥,0.6101359543324794,0.05167517485542528,0.5584607794770541,0.05860532007956903,0.8817488716939925,0.3779126260329695,0.9730578363764877,0.2788429761059361,0.43049299839719235,0.9728691718254421
ndq,up,ganzhi_day,乙卯,0.5830096805020946,0.02454890102504048,0.5584607794770541,0.05892496909667171,0.4166128790795936,0.6769615874883024,0.9730578363764877,0.16485673266370043,0.6350523746242367,0.9728691718254421
ndq,up,ganzhi_day,乙巳,0.589593347391422,0.031132567914367915,0.5584607794770541,0.058365960759870265,0.5334028174821587,0.5937547675783743,0.9730578363764877,0.1923015601055429,0.5793034388772382,0.9728691718254421
ndq,up,ganzhi_day,乙未,0.5670411832518109,0.008580403774756773,0.5584607794770541,0.059613065106345606,0.14393495384694485,0.8855518338859325,0.9839464820954805,0.09877687204937222,0.7763331495523307,0.9728691718254421
ndq,up,ganzhi_day,乙酉,0.46849941930922656,-0.08996136016782752,0.5584607794770541,0.05917980681495666,-1.5201360904931402,0.1284767756505802,0.8354513636681721,-0.30162404958995476,0.38211839400694736,0.9728691718254421
ndq,up,ganzhi_day,壬午,0.45310431315853256,-0.10535646631852152,0.5584607794770541,0.05973303290301332,-1.7637889991219022,0.07776751031747106,0.8354513636681721,-0.3642767388532617,0.2929211955081512,0.9728691718254421
ndq,up,ganzhi_day,壬子,0.5338528557002938,-0.024607923776760243,0.5584607794770541,0.05876565150668497,-0.41874671931376334,0.6754012477685197,0.9730578363764877,-0.03689949660482483,0.9142045363053564,0.9728691718254421
ndq,up,ganzhi_day,壬寅,0.5941900936547065,0.03572931417765246,0.5584607794770541,0.05967969361272711,0.59868461137731,0.5493832209776791,0.9730578363764877,0.21154192034291522,0.5475870905873974,0.9728691718254421
ndq,up,ganzhi_day,壬戌,0.5320414544456972,-0.02641932503135691,0.5584607794770541,0.05967035412933605,-0.44275462106514024,0.6579432296596046,0.9730578363764877,-0.04425860290548932,0.8981910939514959,0.9728691718254421
ndq,up,ganzhi_day,壬申,0.6626379000146964,0.10417712053764228,0.5584607794770541,0.05685286241557077,1.8323988645664113,0.0668920171067288,0.8354513636681721,0.5084598999912123,0.15224385267553242,0.9728691718254421
ndq,up,ganzhi_day,壬辰,0.5292383447637665,-0.02922243471328756,0.5584607794770541,0.059239875611886365,-0.4932899404573384,0.6218077352427372,0.9730578363764877,-0.05564000698228414,0.8717696349366355,0.9728691718254421
ndq,up,ganzhi_day,己丑,0.462227602788929,-0.09623317668812509,0.5584607794770541,0.06051947174047902,-1.5901192446093118,0.11180792884876965,0.8354513636681721,-0.32711248875284793,0.3486482603270551,0.9728691718254421
ndq,up,ganzhi_day,己亥,0.5917354676539816,0.03327468817692747,0.5584607794770541,0.05813960537145171,0.5723239427639174,0.5671025320236021,0.9730578363764877,0.20125941821912835,0.5621226160182857,0.9728691718254421
ndq,up,ganzhi_day,己卯,0.5457798281253533,-0.012680951351700775,0.5584607794770541,0.059803780450311,-0.2120426377097843,0.8320737704733179,0.9839464820954805,0.011655198920123455,0.9728691718254421,0.9728691718254421
ndq,up,ganzhi_day,己巳,0.5830288648133881,0.024568085336334033,0.5584607794770541,0.05978984404506416,0.4109073326536333,0.6811404854635413,0.9730578363764877,0.16493652206068976,0.6390056707936349,0.9728691718254421
ndq,up,ganzhi_day,己未,0.5008483819751023,-0.057612397501951795,0.5584607794770541,0.059262751345044384,-0.9721519199558629,0.33097497574715284,0.9730578363764877,-0.1706123657894199,0.6191781576909152,0.9728691718254421
