day_group,k_indices_used,n_pass_p_interaction,min_pass_required,fisher_stat,fisher_df,p_meta_interaction,q_meta_interaction,pass_q,pass_p_count,pass_gate,p_interaction_dji,p_interaction_ndq,p_interaction_ndx,p_interaction_spx
ganzhi_day,4,4,3,74.44853593157109,8,6.360312195365922e-13,1.9080936586097767e-12,True,True,True,6.0832721299529995e-05,8.350332934811448e-05,0.0005002987025296779,2.68309108821359e-05
