ts_code,n_days,n_min_jiazi,n_med_jiazi,n_max_jiazi,n_missing_jiazi,min_trade_date,max_trade_date,p_wald_k56,wald_stat_k56,df_num_k56,beta_s5,beta_c5,beta_s6,beta_c6,amp_5,phase_5_rad,amp_6,phase_6_rad,r2_controls,r2_harmonic,delta_r2,hac_maxlags,formula
dji,4053,65,67,70,0,20100105,20260213,0.7245989220070376,2.0606810047608035,4,-0.00012678201669023186,0.00024781768814980266,6.828137108211188e-05,-0.0001515502881494412,0.00027836538275431276,2.043675975323715,0.00016622224723252817,-1.1474829820158634,0.00379883621418009,0.004281802115367106,0.00048296590118701577,5,ret_1d ~ s5 + c5 + s6 + c6 + C(weekday) + C(month) + C(year)
