ts_code,target,group_col,group_value,marginal_mean,marginal_effect_vs_all,marginal_mean_all,se_effect,z_effect,p_value_effect,q_value_effect,coef,p_value,q_value
ndx,ret_1d,stem,甲,-3.907986183039317e-05,-0.0007602676542208273,0.0007211877923904341,0.0006201682597570515,-1.2259054575264126,0.22023425482153647,0.9951016284396619,,,
ndx,ret_1d,stem,乙,0.0005440075292401777,-0.00017718026315025634,0.0007211877923904341,0.0006515825581549315,-0.2719229680609818,0.7856812504751457,0.9951016284396619,0.0005830873910705709,0.5684591717423938,0.639516568210193
ndx,ret_1d,stem,丙,0.0011164250016824362,0.00039523720929200213,0.0007211877923904341,0.0005981848199026231,0.6607275814126169,0.5087870323924404,0.9951016284396619,0.0011555048635128293,0.1917144888333725,0.5919313258099788
ndx,ret_1d,stem,丁,0.0009351339815548065,0.00021394618916437244,0.0007211877923904341,0.0006423100871752751,0.3330886334126502,0.7390673791859801,0.9951016284396619,0.0009742138433851997,0.3068880248556143,0.5919313258099788
ndx,ret_1d,stem,戊,0.0007255983571516897,4.410564761255604e-06,0.0007211877923904341,0.0007184223120114134,0.006139236891052519,0.995101628439662,0.9951016284396619,0.0007646782189820829,0.4252550212810363,0.5919313258099788
ndx,ret_1d,stem,己,0.000652939527108412,-6.824826528202207e-05,0.0007211877923904341,0.0006180029862911932,-0.11043355258135375,0.9120655447416111,0.9951016284396619,0.0006920193889388051,0.46039103118553903,0.5919313258099788
ndx,ret_1d,stem,庚,0.00019340368607527296,-0.0005277841063151611,0.0007211877923904341,0.0005893243765656481,-0.8955748774399599,0.3704798582646376,0.9951016284396619,0.0002324835479056661,0.8010814982951218,0.8010814982951218
ndx,ret_1d,stem,辛,0.0015836107521032914,0.0008624229597128573,0.0007211877923904341,0.0005992225183388011,1.4392365662487379,0.1500835084390471,0.9951016284396619,0.0016226906139336845,0.05910934507706359,0.5319841056935724
ndx,ret_1d,stem,壬,0.0008412292568521059,0.0001200414644616718,0.0007211877923904341,0.0006027574819041753,0.19915383560640007,0.8421424098508695,0.9951016284396619,0.000880309118682499,0.34749850010847405,0.5919313258099788
ndx,ret_1d,stem,癸,0.0006654217777393285,-5.5766014651105586e-05,0.0007211877923904341,0.000567239126047087,-0.09831129781142132,0.921685107285962,0.9951016284396619,0.0007045016395697217,0.40474178637025426,0.5919313258099788
