group_col,target,k_groups,t_obs,p_empirical,t_perm_mean,t_perm_p95,t_perm_p99,ts_code,n,n_perm,seed
stem,ret_resid,10,0.0005652520185762846,0.9380309845077461,0.0009617372887955806,0.0014772629595048547,0.0016993896183897061,spx,4053,2000,20260214
stem,ret_resid,10,0.0008155882473287531,0.8325837081459271,0.0011321807988889808,0.0017072229021774055,0.0019808197876708534,ndq,4054,2000,20260214
stem,ret_resid,10,0.0008622250490264698,0.8140929535232384,0.0011530397546236867,0.00174066547829333,0.002026130852135703,ndx,4053,2000,20260214
stem,ret_resid,10,0.0005600392759221211,0.936031984007996,0.0009219704276977923,0.001415484306074462,0.0016399419397200312,dji,4053,2000,20260214
