ts_code,n_days,n_min_jiazi,n_med_jiazi,n_max_jiazi,n_missing_jiazi,min_trade_date,max_trade_date,p_wald_k56,wald_stat_k56,df_num_k56,beta_s5,beta_c5,beta_s6,beta_c6,amp_5,phase_5_rad,amp_6,phase_6_rad,r2_controls,r2_harmonic,delta_r2,hac_maxlags,formula
ndq,4054,65,68,70,0,20100105,20260213,0.5530614498010642,3.028535569445879,4,-0.0003222784013579573,0.00033258623019484913,-7.158918582597854e-05,-0.00016813513294489162,0.0004631165819716044,2.3404553936259407,0.00018274144154411956,-1.973330521519752,0.005373574918974389,0.006121396140873148,0.000747821221898759,5,ret_1d ~ s5 + c5 + s6 + c6 + C(weekday) + C(month) + C(year)
