ts_code,n_days,n_min_jiazi,n_med_jiazi,n_max_jiazi,n_missing_jiazi,min_trade_date,max_trade_date,p_wald_k56,wald_stat_k56,df_num_k56,beta_s5,beta_c5,beta_s6,beta_c6,amp_5,phase_5_rad,amp_6,phase_6_rad,r2_controls,r2_harmonic,delta_r2,hac_maxlags,formula
ndx,4053,65,67,70,0,20100105,20260213,0.6625947440275539,2.400179963745998,4,-0.00027151266308156645,0.0003270270603876716,-2.1756995303275507e-05,-0.00012495262787263358,0.00042504802603875955,2.263709356779037,0.00012683266951737474,-1.7431899082757891,0.0057636366246806015,0.006338154214472702,0.0005745175897921007,5,ret_1d ~ s5 + c5 + s6 + c6 + C(weekday) + C(month) + C(year)
