ts_code,target,group_col,group_value,marginal_mean,marginal_effect_vs_all,marginal_mean_all,se_effect,z_effect,p_value_effect,q_value_effect,coef,p_value,q_value
ndx,ret_1d,branch,子,0.0002840757203454857,-0.00043711207204493905,0.0007211877923904247,0.0006489391762079473,-0.6735794171022126,0.5005787426400192,0.7508681139600288,,,
ndx,ret_1d,branch,丑,0.00019095867740550633,-0.0005302291149849184,0.0007211877923904247,0.0006345579800770592,-0.8355881284804403,0.40338664958851245,0.7508681139600288,-9.311704293997929e-05,0.9242780178657128,0.9809381475282055
ndx,ret_1d,branch,寅,0.0007744283133429078,5.3240520952483055e-05,0.0007211877923904247,0.0007125844106317288,0.07471468665064353,0.9404417220784069,0.940441722078407,0.0004903525929974222,0.6386435218682276,0.9809381475282055
ndx,ret_1d,branch,卯,0.0012902494356964345,0.0005690616433060097,0.0007211877923904247,0.0007521160066831631,0.7566141901640618,0.44928103739957526,0.7508681139600288,0.0010061737153509488,0.3238928783191377,0.9809381475282055
ndx,ret_1d,branch,辰,0.00019460433643419105,-0.0005265834559562337,0.0007211877923904247,0.000690132416538862,-0.7630179996429444,0.44545266129213423,0.7508681139600288,-8.947138391129456e-05,0.9281208492787144,0.9809381475282055
ndx,ret_1d,branch,巳,0.0006474437430672981,-7.374404932312668e-05,0.0007211877923904247,0.0006899935767505186,-0.10687642872042331,0.9148870132215199,0.940441722078407,0.0003633680227218124,0.7136593488943856,0.9809381475282055
ndx,ret_1d,branch,午,-0.0005362998694817474,-0.0012574876618721721,0.0007211877923904247,0.0007120890190701697,-1.7659135700676467,0.07741035020705572,0.46446210124233434,-0.000820375589827233,0.40371989270846,0.9809381475282055
ndx,ret_1d,branch,未,0.00026082983565259315,-0.0004603579567378316,0.0007211877923904247,0.0006805619939034479,-0.6764379452008352,0.4987626324716775,0.7508681139600288,-2.3245884692892463e-05,0.9809381475282055,0.9809381475282055
ndx,ret_1d,branch,申,0.0018066195390031988,0.0010854317466127742,0.0007211877923904247,0.0007409678973030415,1.4648836347208896,0.1429526684802324,0.5718106739209295,0.0015225438186577131,0.14021987378377535,0.7712093058107644
ndx,ret_1d,branch,酉,0.0005840728181085106,-0.00013711497428191418,0.0007211877923904247,0.0006563747679657315,-0.2088973875502064,0.8345283436057043,0.940441722078407,0.000299997097763025,0.7425160924053369,0.9809381475282055
ndx,ret_1d,branch,戌,0.0008702173658177633,0.00014902957342733856,0.0007211877923904247,0.0006473943756630787,0.23019905490327822,0.8179370962177746,0.940441722078407,0.0005861416454722776,0.521769868392739,0.9809381475282055
ndx,ret_1d,branch,亥,0.0022855466824127572,0.0015643588900223324,0.0007211877923904247,0.0006600080547808311,2.3702118158873215,0.017777897112612826,0.21333476535135393,0.0020014709620672718,0.047384876638628844,0.5212336430249173
