group_value,n,p_up,mean_ret,median_ret,std_ret,q05_ret,group_type
丁,389,0.5372750642673522,0.001032502689134812,0.0008224194264985218,0.017885143448156976,-0.02698722553185033,stem
丙,395,0.5139240506329114,-0.0016174356480958233,0.0003020511581521834,0.018368878341246883,-0.032145010771612005,stem
乙,396,0.5176767676767676,0.0003584184487785377,0.0003622396714767495,0.016469237854622402,-0.023009720866674327,stem
壬,389,0.5449871465295629,0.00016368448777852806,0.0013973017509707475,0.016803442399771877,-0.02921740921185003,stem
己,392,0.5561224489795918,0.0007519332868770845,0.0010745476312706836,0.016137927577113232,-0.028989004946182406,stem
庚,389,0.5732647814910026,0.00028939921335226253,0.0015949768744227821,0.017358873057443873,-0.029316357254818758,stem
戊,390,0.5358974358974359,0.0006405914075977024,0.0011243536198153326,0.017567875523683333,-0.027051894178371106,stem
甲,394,0.5431472081218274,-0.0001353684695145655,0.0010662321691601306,0.016489309471465506,-0.032897523970714826,stem
癸,387,0.5917312661498708,0.0013328003541880319,0.0031011902688853343,0.016469845951837734,-0.02416418435060893,stem
辛,395,0.5367088607594936,0.0002593049673264517,0.0007508627994945449,0.0155244167067303,-0.02600463901295555,stem
丑,328,0.5304878048780488,0.0002691367585002651,0.0011930744527540726,0.015235303727657025,-0.02406500334684239,branch
亥,324,0.5308641975308642,0.0013959982941398603,0.0007230354257872218,0.015569904478566694,-0.022678960429108882,branch
午,326,0.5,-0.0010060743488763146,-2.327497958953817e-05,0.017384085581952098,-0.030264953825548585,branch
卯,332,0.5843373493975904,0.0010983868789826805,0.0022279973449382817,0.015845992040287464,-0.02187444062914614,branch
子,325,0.5876923076923077,0.0018191410275494343,0.002056561999410844,0.01800989045250194,-0.021977790813240673,branch
寅,330,0.5727272727272728,-0.0003902561419965952,0.002014924172384913,0.017670590588706334,-0.03386273174316727,branch
巳,327,0.5351681957186545,0.0002812532189490327,0.0007508627994945449,0.017170643540945565,-0.029303898728505084,branch
戌,326,0.5460122699386503,0.00046478355631822697,0.0015195992939265324,0.01592863732506199,-0.026413230148942785,branch
未,323,0.5603715170278638,0.0006892491152950897,0.0014499199938518004,0.016581931103269453,-0.02688616769461738,branch
申,317,0.5394321766561514,-0.0003237872962831556,0.0010569744928987657,0.01747172350436065,-0.03031828229559075,branch
辰,333,0.5075075075075075,-0.0013497807359837848,0.0003052914493895109,0.017393539351552512,-0.03532451974136115,branch
