group_value,n,p_up,mean_ret,median_ret,std_ret,q05_ret,group_type
丁,389,0.5295629820051414,0.0007963318931847707,0.00038903143687174513,0.01317222373653906,-0.01795837653976253,stem
丙,395,0.47848101265822784,-0.001491633114927619,-0.0004581234714599036,0.013738867683103948,-0.020680952185670575,stem
乙,396,0.4823232323232323,7.84649861650663e-05,-0.0004577045055083606,0.012812024026087427,-0.018039272802400808,stem
壬,389,0.5604113110539846,0.00041452839617437363,0.0012529323117649316,0.011939075053270834,-0.017935304639454717,stem
己,392,0.5204081632653061,0.00011764689792337188,0.0004740687742226246,0.01096522185693068,-0.018482941220728022,stem
庚,389,0.532133676092545,0.00035931717197267026,0.0006453023779393607,0.01248020634756107,-0.017636709877880196,stem
戊,390,0.5128205128205128,0.0002892954669861565,0.00030394523281285224,0.01287839985408173,-0.01963740727708303,stem
甲,394,0.5025380710659898,-0.0004789726483880257,2.2373727047386716e-05,0.01230865949576314,-0.01813295778162536,stem
癸,387,0.58656330749354,0.0011889872752865768,0.0010595755395301776,0.012561067401721575,-0.016423288790092992,stem
辛,395,0.5265822784810127,0.00010713689473246542,0.0005025626235199976,0.011422309532443163,-0.018024064217538157,stem
丑,328,0.5335365853658537,8.429922876092797e-05,0.0004410959133281933,0.011457619988504626,-0.017897004258771144,branch
亥,324,0.5370370370370371,0.000835107889739707,0.0005070314010843235,0.011303418604708232,-0.018255044123428852,branch
午,326,0.4723926380368098,-0.0010408423431216654,-0.00045852760876696763,0.012521356026886907,-0.018730445900142223,branch
卯,332,0.5572289156626506,0.0008037707596526177,0.0007618861848482927,0.011178565068317983,-0.014107437951065522,branch
子,325,0.5507692307692308,0.0012172412712357493,0.0007670789722746818,0.013042894899648232,-0.016461948127597447,branch
寅,330,0.5272727272727272,-0.0005616227121969324,0.0006252370723557332,0.013022972145343542,-0.02192288824059587,branch
巳,327,0.4892966360856269,-8.652490149372692e-05,-7.406675737209323e-05,0.011662203741692478,-0.018217746438943826,branch
戌,326,0.549079754601227,0.0013438758707089169,0.0008507504294174018,0.011344887494523576,-0.015181077406124094,branch
未,323,0.5232198142414861,0.00036302173221132303,0.000682142683656517,0.013200187374228697,-0.02068941295837193,branch
申,317,0.501577287066246,-0.0005490368726552334,3.991814262804816e-05,0.012824885818519077,-0.0203246087202698,branch
辰,333,0.5015015015015015,-0.0014987126282758451,2.3555371046368734e-05,0.013130451172486497,-0.02141019111675111,branch
酉,325,0.5323076923076923,0.0007242480051744792,0.0007840588386429648,0.014231790505311277,-0.0166460647634749,branch
丁丑,65,0.5076923076923077,-0.0009315380148106545,9.010442873824687e-05,0.014936861170666199,-0.01869138574637059,ganzhi_day
丁亥,64,0.671875,0.003956344240471735,0.0017660716131374654,0.011846957782902123,-0.009601770784152164,ganzhi_day
丁卯,64,0.421875,-0.002482985632497079,-0.001538637375431473,0.011583387522728222,-0.013985754275380013,ganzhi_day
丁巳,67,0.4626865671641791,-0.00012444458307625362,-0.0004628356213154383,0.009556482278739141,-0.01703539502030773,ganzhi_day
丁未,65,0.5538461538461539,0.0011030227928760662,0.003111710588458605,0.015379748530344312,-0.021755752392166074,ganzhi_day
丁酉,64,0.5625,0.0033229598754742976,0.00139254954026502,0.01413540850474314,-0.01046890302189899,ganzhi_day
丙午,66,0.3787878787878788,-0.004259865513000301,-0.0033428748124713636,0.015222300825616136,-0.022285763212536225,ganzhi_day
丙子,67,0.4626865671641791,-0.0026282863487600222,-0.0014522777045772317,0.0157204086587014,-0.024686332798179257,ganzhi_day
丙寅,64,0.484375,-0.0031297486553485566,-0.0009455113857493869,0.016749899620301382,-0.031228918649296486,ganzhi_day
丙戌,67,0.5373134328358209,0.001462356266033147,0.0004511523324361999,0.011773799482101647,-0.01409633036404555,ganzhi_day
丙申,65,0.5538461538461539,0.0004791565080818213,0.0006651019385244261,0.01048133873834337,-0.017141698862565714,ganzhi_day
丙辰,66,0.45454545454545453,-0.000920725758768179,-0.000931647265745128,0.010755868770470366,-0.016015808874374288,ganzhi_day
乙丑,66,0.5454545454545454,0.0001874170533710091,0.0021231077292522826,0.012005602515961592,-0.018671106845473295,ganzhi_day
乙亥,66,0.42424242424242425,-0.000764821795947587,-0.0008658453784597397,0.012113664790269917,-0.022273662625032886,ganzhi_day
乙卯,69,0.5217391304347826,0.001717688544262745,0.00046795604123284207,0.010711986825204621,-0.014519092099235653,ganzhi_day
乙巳,66,0.4696969696969697,0.0007658105858310922,-0.0004511920256354829,0.01128876089634746,-0.015613701723998563,ganzhi_day
乙未,64,0.5,-0.0003763006578104671,5.7537013982922325e-05,0.01580573155797867,-0.019071449651907966,ganzhi_day
乙酉,65,0.4307692307692308,-0.0011661525936567875,-0.0013232731119834362,0.014646063837355661,-0.016136122014705,ganzhi_day
壬午,63,0.4444444444444444,-0.001565752727663623,-0.0006837140679621934,0.009826892911919162,-0.01614178511539207,ganzhi_day
壬子,66,0.6363636363636364,0.004201842299917228,0.0039982752077748485,0.011396020863391886,-0.011666373070541913,ganzhi_day
壬寅,67,0.6417910447761194,0.00229161370036456,0.0023022005330308737,0.010388310066348352,-0.016456664888755655,ganzhi_day
壬戌,64,0.578125,0.0010178575408997265,0.0013751271648119179,0.010103526179989612,-0.015198996605822645,ganzhi_day
壬申,63,0.49206349206349204,-0.0029319453097404057,-0.0001277303550475395,0.01586790158035049,-0.02961261617678209,ganzhi_day
壬辰,66,0.5606060606060606,-0.000778728331337272,0.001088980185241728,0.012064024919006086,-0.02358881860686421,ganzhi_day
己丑,64,0.5625,0.0001886157967267814,0.0008358130707561973,0.00840404432480283,-0.013786854694095524,ganzhi_day
己亥,63,0.5079365079365079,0.00028538490205720987,0.0005100541955112003,0.010728088652114671,-0.011592399702216882,ganzhi_day
己卯,68,0.6176470588235294,0.0016448205619560613,0.0024240048901714717,0.010173983994602741,-0.014324173001228412,ganzhi_day
己巳,66,0.5,-0.0006371219911910465,-2.999348791143941e-05,0.013198198153542317,-0.01957458997068695,ganzhi_day
己未,66,0.45454545454545453,-0.0015695996711719688,-0.000461514559325249,0.01023683184408124,-0.021665280694631167,ganzhi_day
己酉,65,0.47692307692307695,0.0007671193179813907,-0.0005747289253738019,0.012465111787249898,-0.017774338444407567,ganzhi_day
庚午,64,0.453125,-0.000840923218483166,-0.0015760035183837173,0.0128305134015204,-0.01806731338368322,ganzhi_day
庚子,62,0.6129032258064516,0.004123680722528545,0.0012069328306736349,0.010894327760738516,-0.008974257100923744,ganzhi_day
庚寅,64,0.53125,0.0007038773605003868,6.814236126495565e-05,0.011087675996386142,-0.014193875324563265,ganzhi_day
庚戌,65,0.5384615384615384,0.000969547889261769,0.0007596484769378797,0.014979948891144408,-0.01874228962881801,ganzhi_day
庚申,64,0.515625,-0.000771056691245442,0.00045140010825495125,0.011885523570679535,-0.018169717030699306,ganzhi_day
庚辰,70,0.5428571428571428,-0.0017256553507258552,0.0008235350867769053,0.012293031876826222,-0.019709336966464493,ganzhi_day
戊午,68,0.5588235294117647,0.001506937537006311,0.0007991347329865395,0.011414064664496555,-0.011747378228981354,ganzhi_day
戊子,63,0.5238095238095238,-0.0010188215205952993,0.0003526741951489498,0.0153477173325178,-0.022064545372121824,ganzhi_day
戊寅,67,0.5074626865671642,-0.0006841972311521546,0.0003176226204844035,0.01356463871538837,-0.024669350311809255,ganzhi_day
戊戌,63,0.5238095238095238,0.002935963859717766,0.0005072838079178688,0.009938285270513901,-0.010053516853649979,ganzhi_day
戊申,63,0.4444444444444444,-0.0011985672015477216,-0.0013938607448041873,0.01318146651518714,-0.020116243442017578,ganzhi_day
戊辰,66,0.5151515151515151,0.0001655221276993532,0.0007409516219394341,0.013179051147990721,-0.023495099389824636,ganzhi_day
甲午,65,0.5230769230769231,-0.00012574961062063503,0.00014264620789150584,0.012251502631987,-0.023756127574641895,ganzhi_day
甲子,67,0.5223880597014925,0.0015357396675333879,0.0006742026446457938,0.00961170721927261,-0.013187644658791863,ganzhi_day
甲寅,68,0.47058823529411764,-0.0020261269939990585,-0.00021175801189593502,0.01215206963149576,-0.022741609039047865,ganzhi_day
甲戌,67,0.5671641791044776,0.00040293202156819845,0.00041404445105297505,0.009152175231602507,-0.012629194620272543,ganzhi_day
甲申,62,0.5,0.0016835492708682732,0.0002853436758661898,0.012075916321157523,-0.016092416305077878,ganzhi_day
甲辰,65,0.4307692307692308,-0.004262091094557601,-0.0021617041640197288,0.01667890903160378,-0.0223617800596422,ganzhi_day
癸丑,67,0.5522388059701493,0.001264645544585586,0.000982251884192431,0.010966446923458013,-0.01741336559728659,ganzhi_day
癸亥,66,0.5606060606060606,0.0013018353468035122,0.0008076666854407444,0.010797441315904264,-0.014064768319859144,ganzhi_day
癸卯,64,0.640625,0.00077456611794967,0.001054430233108472,0.010762105625770544,-0.01223246790896944,ganzhi_day
癸巳,61,0.5409836065573771,0.0012153754291532397,0.00046485495544557054,0.01278366064965312,-0.01433091388987806,ganzhi_day
癸未,63,0.5714285714285714,0.0019794657922138584,0.0013094956622956566,0.012067610354549384,-0.01661571222211866,ganzhi_day
癸酉,66,0.6515151515151515,0.0006222608109551455,0.0012842910267313323,0.01717959636385176,-0.015532469789130393,ganzhi_day
辛丑,66,0.5,-0.00031775863642360535,-9.051692381301102e-05,0.010168141823072905,-0.01414983183464219,ganzhi_day
辛亥,65,0.5230769230769231,-0.0005546648969326346,0.0005415579535932302,0.010623889576256597,-0.019401137975616843,ganzhi_day
辛卯,67,0.582089552238806,0.002176454229381518,0.0009441336377253862,0.012278741777479575,-0.01220681434110763,ganzhi_day
辛巳,67,0.47761194029850745,-0.0015311523007004529,-0.0005126874193958075,0.011407265859003125,-0.02317419524350369,ganzhi_day
辛未,65,0.5384615384615384,0.0007466155916163047,0.000682142683656517,0.011791227173568283,-0.014256161056891736,ganzhi_day
辛酉,65,0.5384615384615384,0.00011660183149556721,0.001255444303175146,0.012177188920568707,-0.014856060567423368,ganzhi_day
