ts_code,n_days,n_min_jiazi,n_med_jiazi,n_max_jiazi,n_missing_jiazi,min_trade_date,max_trade_date,p_wald_k56_resid_additive,wald_stat_k56_resid_additive,df_num_k56,hac_maxlags,formula_additive,formula_resid
000001.SH,3916,61,65,70,0,20100104,20260213,0.9937031227168295,0.2332984285376259,4,5,ret_1d ~ C(stem) + C(branch) + C(weekday) + C(month) + C(year),ret_resid_additive ~ s5 + c5 + s6 + c6
