ts_code,oos_year,stem,oos_effect,train_years
000001.SH,2013,甲,0.0020533405206767585,3
000001.SH,2013,乙,0.002050703309519045,3
000001.SH,2013,丙,-0.0037644985214819538,3
000001.SH,2013,丁,0.0006863982860937268,3
000001.SH,2013,戊,0.0023080583474341474,3
000001.SH,2013,己,-0.001359704677189192,3
000001.SH,2013,庚,0.0032747713927132253,3
000001.SH,2013,辛,-0.002792153544650012,3
000001.SH,2013,壬,0.0008274087791027194,3
000001.SH,2013,癸,-0.0032843238922184662,3
000001.SH,2014,甲,-0.0034086866391966116,3
000001.SH,2014,乙,0.0016085749387556572,3
000001.SH,2014,丙,-0.0017202772102956805,3
000001.SH,2014,丁,0.000517374194234181,3
000001.SH,2014,戊,-0.002977997350024233,3
000001.SH,2014,己,0.00035072011642245035,3
000001.SH,2014,庚,-0.0022040219099888686,3
000001.SH,2014,辛,0.0009229115784654138,3
000001.SH,2014,壬,0.002989099148845092,3
000001.SH,2014,癸,0.0039223031327826,3
000001.SH,2015,甲,-0.0052845013401786245,3
000001.SH,2015,乙,0.0014445546184656554,3
000001.SH,2015,丙,-0.002269043315874255,3
000001.SH,2015,丁,0.011768836704199643,3
000001.SH,2015,戊,0.0008945865884208694,3
000001.SH,2015,己,-0.0007036734586187482,3
000001.SH,2015,庚,-0.0009074761608077266,3
000001.SH,2015,辛,0.004450104466077802,3
000001.SH,2015,壬,-0.003315452132056232,3
000001.SH,2015,癸,-0.006077935969628384,3
000001.SH,2016,甲,0.0019208116329440723,3
000001.SH,2016,乙,0.0007276063121969224,3
000001.SH,2016,丙,0.00016966448233883872,3
000001.SH,2016,丁,-0.002314753761527605,3
000001.SH,2016,戊,-0.0009341135545131885,3
000001.SH,2016,己,0.001531282997025086,3
000001.SH,2016,庚,0.0004866617038828348,3
000001.SH,2016,辛,-0.004162087960640869,3
000001.SH,2016,壬,-0.0020656604207128643,3
000001.SH,2016,癸,0.0046405885690067716,3
000001.SH,2017,甲,0.0007034646410624514,3
000001.SH,2017,乙,-0.002955808803272807,3
000001.SH,2017,丙,-0.0007911292914368085,3
000001.SH,2017,丁,0.0016300452209842373,3
000001.SH,2017,戊,-0.0007531222412765362,3
000001.SH,2017,己,0.00018481815785383293,3
000001.SH,2017,庚,0.000654274002646793,3
000001.SH,2017,辛,-0.00024239048892251688,3
000001.SH,2017,壬,0.0018729566912659467,3
000001.SH,2017,癸,-0.0003031078889045934,3
000001.SH,2018,甲,-0.0012580335103394842,3
000001.SH,2018,乙,0.0007954881452347718,3
000001.SH,2018,丙,-1.400402408249595e-05,3
000001.SH,2018,丁,0.002780500609167973,3
000001.SH,2018,戊,0.000801038991084545,3
000001.SH,2018,己,-0.0004318767932775698,3
000001.SH,2018,庚,-0.0015201794774765214,3
000001.SH,2018,辛,0.00017635120199934536,3
000001.SH,2018,壬,-0.003049855689763708,3
000001.SH,2018,癸,0.0017205705474531443,3
000001.SH,2019,甲,-0.002298587008565327,3
000001.SH,2019,乙,0.0002516520252427844,3
000001.SH,2019,丙,-0.0013337239131887783,3
000001.SH,2019,丁,0.002239446421741574,3
000001.SH,2019,戊,0.0034536333899770483,3
000001.SH,2019,己,-0.00023008304782474185,3
000001.SH,2019,庚,-0.001539758784873091,3
000001.SH,2019,辛,0.0006862542621227975,3
000001.SH,2019,壬,-0.00033966203308679244,3
000001.SH,2019,癸,-0.0008891713115454749,3
000001.SH,2020,甲,0.001818001298858528,3
000001.SH,2020,乙,-0.0015188317833486659,3
000001.SH,2020,丙,-0.0030967813689055084,3
000001.SH,2020,丁,0.0029661172377188124,3
000001.SH,2020,戊,-0.0025394194676630526,3
000001.SH,2020,己,-0.000986169664376988,3
000001.SH,2020,庚,0.0011381316640188557,3
000001.SH,2020,辛,-0.0029684975245406267,3
000001.SH,2020,壬,0.003345150593867411,3
000001.SH,2020,癸,0.0018422990143712348,3
000001.SH,2021,甲,0.0011799890232773893,3
000001.SH,2021,乙,-0.0029581628504157247,3
000001.SH,2021,丙,-0.002527065409403356,3
000001.SH,2021,丁,-0.002194654559037862,3
000001.SH,2021,戊,0.002416068074088863,3
000001.SH,2021,己,0.0010219807909533731,3
000001.SH,2021,庚,0.0018181516380276624,3
000001.SH,2021,辛,-0.0016457861143435787,3
000001.SH,2021,壬,0.0008123214963400865,3
000001.SH,2021,癸,0.0020771579105131463,3
000001.SH,2022,甲,-0.0009165465512736941,3
000001.SH,2022,乙,-0.0013432342705758573,3
000001.SH,2022,丙,-0.003327235473626722,3
000001.SH,2022,丁,-0.003969181625385015,3
000001.SH,2022,戊,0.0008773663353311203,3
000001.SH,2022,己,-0.00204398096444749,3
000001.SH,2022,庚,0.0010587173792265747,3
000001.SH,2022,辛,0.00220843980231847,3
000001.SH,2022,壬,0.005946155172299947,3
000001.SH,2022,癸,0.0015095001961326672,3
000001.SH,2023,甲,-0.0004680402975239531,3
000001.SH,2023,乙,-0.0002428058053006406,3
000001.SH,2023,丙,-7.238618145903283e-05,3
000001.SH,2023,丁,-0.0005484145865273806,3
000001.SH,2023,戊,0.0009035112356516207,3
000001.SH,2023,己,-0.0005906818807019825,3
000001.SH,2023,庚,0.00110089580793077,3
000001.SH,2023,辛,-0.002546321769829802,3
000001.SH,2023,壬,0.0013629681517122604,3
000001.SH,2023,癸,0.001101275326048141,3
000001.SH,2024,甲,0.0005289627414102572,3
000001.SH,2024,乙,0.002246309169486386,3
000001.SH,2024,丙,-0.00342295931512783,3
000001.SH,2024,丁,0.003396364711672351,3
000001.SH,2024,戊,-0.0016604278590984993,3
000001.SH,2024,己,-0.002019175195745547,3
000001.SH,2024,庚,-0.002985077846287299,3
000001.SH,2024,辛,0.004093432634870629,3
000001.SH,2024,壬,-0.0025872494368028506,3
000001.SH,2024,癸,0.0024098203956224033,3
000001.SH,2025,甲,-0.0006885012051683191,3
000001.SH,2025,乙,-0.0007567871844322373,3
000001.SH,2025,丙,-0.0007128949334210887,3
000001.SH,2025,丁,0.0005467337479901702,3
000001.SH,2025,戊,-0.0015507562927290568,3
000001.SH,2025,己,-0.0003823034186708316,3
000001.SH,2025,庚,0.0001325129305663385,3
000001.SH,2025,辛,-0.00029312421461932803,3
000001.SH,2025,壬,6.479442819987266e-05,3
000001.SH,2025,癸,0.0036403261422844804,3
000001.SH,2015,甲,-0.005094132943337552,5
000001.SH,2015,乙,0.0013939853068147543,5
000001.SH,2015,丙,-0.002273455334281198,5
000001.SH,2015,丁,0.011701258933677936,5
000001.SH,2015,戊,0.0007052688704084506,5
000001.SH,2015,己,-0.0007377697681787214,5
000001.SH,2015,庚,-0.0008453610525255379,5
000001.SH,2015,辛,0.004452793365719268,5
000001.SH,2015,壬,-0.003355365490588843,5
000001.SH,2015,癸,-0.0059472218877085585,5
000001.SH,2016,甲,0.0019346540003291094,5
000001.SH,2016,乙,0.0007854986386764772,5
000001.SH,2016,丙,-5.562248539412633e-05,5
000001.SH,2016,丁,-0.0023450999778892945,5
000001.SH,2016,戊,-0.0009529462348139024,5
000001.SH,2016,己,0.001483714056837413,5
000001.SH,2016,庚,0.0003945606305589958,5
