ts_code,maxlags,group_value,marginal_effect_vs_all,se_effect,z_effect,p_value_effect,q_value_effect
000852.SH,0,甲,-0.0004531063786118056,0.0007809765597046099,-0.5801792294293503,0.5617937589418698,0.972057472457809
000852.SH,0,乙,6.273219862380189e-05,0.0007759069485927384,0.0808501570163525,0.9355611190666019,0.972057472457809
000852.SH,0,丙,-0.0018842093916229398,0.0008675909333412034,-2.171771648611643,0.02987289116309912,0.2987289116309912
000852.SH,0,丁,0.0007249672024272204,0.0008440680381130347,0.858896640664097,0.3903975429665143,0.972057472457809
000852.SH,0,戊,0.0003333783959551904,0.0008340618145906496,0.3997046623202738,0.689374057723043,0.972057472457809
000852.SH,0,己,0.0004270451116587084,0.0007700381290495513,0.554576579455624,0.5791843122410112,0.972057472457809
000852.SH,0,庚,-2.890946083083934e-05,0.0008253260690342707,-0.03502792643478084,0.972057472457809,0.972057472457809
000852.SH,0,辛,-5.341454514273141e-05,0.0007471427514301781,-0.0714917531361785,0.9430063878089208,0.972057472457809
000852.SH,0,壬,-0.00013409867897629042,0.0008031520657379858,-0.1669654909659883,0.8673972019420455,0.972057472457809
000852.SH,0,癸,0.0010414007338204465,0.0007976367592756264,1.3056077490287614,0.19168598378831259,0.9584299189415629
000852.SH,1,甲,-0.0004531063786118056,0.0007794970936424547,-0.581280395151338,0.5610514914336947,0.9718448209229253
000852.SH,1,乙,6.273219862380189e-05,0.0007751191118523183,0.08093233370789864,0.9354957657196659,0.9718448209229253
000852.SH,1,丙,-0.0018842093916229398,0.0008722697773713594,-2.160122293014811,0.030763203661888578,0.3076320366188858
000852.SH,1,丁,0.0007249672024272204,0.0008433417285955336,0.8596363465075431,0.38998953292477645,0.9718448209229253
000852.SH,1,戊,0.0003333783959551904,0.0008266193327984344,0.4033034103213776,0.686725033229368,0.9718448209229253
000852.SH,1,己,0.0004270451116587084,0.0007637052103650094,0.5591753282062909,0.5760420692249607,0.9718448209229253
000852.SH,1,庚,-2.890946083083934e-05,0.000819089954333939,-0.03529461041229305,0.9718448209229253,0.9718448209229253
000852.SH,1,辛,-5.341454514273141e-05,0.0007464630822806419,-0.07155684776738847,0.9429545824882147,0.9718448209229253
000852.SH,1,壬,-0.00013409867897629042,0.0007987266048775244,-0.16789058753946606,0.866669355078094,0.9718448209229253
000852.SH,1,癸,0.0010414007338204465,0.0007858591930716466,1.325174717050746,0.1851132089835067,0.9255660449175335
000852.SH,3,甲,-0.0004531063786118056,0.0007762265785898241,-0.5837295335016316,0.5594022940516529,0.9718249280054309
000852.SH,3,乙,6.273219862380189e-05,0.0007834096364224358,0.08007585777254203,0.9361769237824459,0.9718249280054309
000852.SH,3,丙,-0.0018842093916229398,0.0008781249108351235,-2.145719098016476,0.03189539655322833,0.3189539655322833
000852.SH,3,丁,0.0007249672024272204,0.0008494890990708668,0.8534155449671541,0.3934289040198231,0.9718249280054309
000852.SH,3,戊,0.0003333783959551904,0.0008158805533207866,0.40861176871820015,0.6828245926383492,0.9718249280054309
000852.SH,3,己,0.0004270451116587084,0.0007601904841457832,0.5617606646820552,0.5742790956175774,0.9718249280054309
000852.SH,3,庚,-2.890946083083934e-05,0.0008185113982661958,-0.035319558031905826,0.971824928005431,0.9718249280054309
000852.SH,3,辛,-5.341454514273141e-05,0.0007453285069223259,-0.07166577508660626,0.9428678936252615,0.9718249280054309
000852.SH,3,壬,-0.00013409867897629042,0.0007929942382234727,-0.16910422864699345,0.8657146588545921,0.9718249280054309
000852.SH,3,癸,0.0010414007338204465,0.0007775710758050752,1.339299732493534,0.18047311580531755,0.9023655790265878
000852.SH,5,甲,-0.0004531063786118056,0.0007776483615332929,-0.5826622944571163,0.5601206607347875,0.9719457938560738
000852.SH,5,乙,6.273219862380189e-05,0.0007858150709127717,0.07983074001232197,0.936371875344677,0.9719457938560738
000852.SH,5,丙,-0.0018842093916229398,0.0008844344920184244,-2.130411476064061,0.03313765717328131,0.3313765717328131
000852.SH,5,丁,0.0007249672024272204,0.0008604691185937609,0.8425255325978611,0.3994938541181954,0.9719457938560738
000852.SH,5,戊,0.0003333783959551904,0.0008111232980699055,0.41100828535991407,0.6810664593705428,0.9719457938560738
000852.SH,5,己,0.0004270451116587084,0.0007587154541018442,0.5628527919788296,0.5735351284482157,0.9719457938560738
000852.SH,5,庚,-2.890946083083934e-05,0.0008220392519970981,-0.035167981043004184,0.9719457938560739,0.9719457938560738
000852.SH,5,辛,-5.341454514273141e-05,0.0007428654721268176,-0.07190338916924767,0.9426787928665258,0.9719457938560738
000852.SH,5,壬,-0.00013409867897629042,0.0007883847873669407,-0.17009293066670567,0.8649370530169433,0.9719457938560738
000852.SH,5,癸,0.0010414007338204465,0.0007726951488877587,1.34775109604282,0.17773845182560088,0.8886922591280044
000852.SH,10,甲,-0.0004531063786118056,0.0007497170753066789,-0.6043698263461028,0.5455977919488617,0.9712917028389466
