ts_code,oos_year,stem,oos_effect,train_years
000300.SH,2013,甲,0.0023100585426539797,3
000300.SH,2013,乙,0.002538344660109933,3
000300.SH,2013,丙,-0.005645939644226836,3
000300.SH,2013,丁,0.00078761183418737,3
000300.SH,2013,戊,0.0035135149123814396,3
000300.SH,2013,己,-0.0025280748313915888,3
000300.SH,2013,庚,0.0036982315360358444,3
000300.SH,2013,辛,-0.003178050861652748,3
000300.SH,2013,壬,0.0019929115040000895,3
000300.SH,2013,癸,-0.0034886076520974857,3
000300.SH,2014,甲,-0.00376450971918645,3
000300.SH,2014,乙,0.0022086911936243206,3
000300.SH,2014,丙,-0.0021885053087365427,3
000300.SH,2014,丁,0.0004462941653213823,3
000300.SH,2014,戊,-0.0032347719824690167,3
000300.SH,2014,己,-6.161451224370468e-05,3
000300.SH,2014,庚,-0.002779313744161812,3
000300.SH,2014,辛,0.0015444162221650713,3
000300.SH,2014,壬,0.0034690113082638187,3
000300.SH,2014,癸,0.00436030237742293,3
000300.SH,2015,甲,-0.005929461502772093,3
000300.SH,2015,乙,0.0024240994236695234,3
000300.SH,2015,丙,-0.0026844292275767395,3
000300.SH,2015,丁,0.012370036021869911,3
000300.SH,2015,戊,0.0010271539886034266,3
000300.SH,2015,己,-0.0005011252299443438,3
000300.SH,2015,庚,-0.0007057917548945922,3
000300.SH,2015,辛,0.0038348257564664485,3
000300.SH,2015,壬,-0.0038379170662546386,3
000300.SH,2015,癸,-0.005997390409166903,3
000300.SH,2016,甲,0.00190795524700959,3
000300.SH,2016,乙,0.0008698714973956587,3
000300.SH,2016,丙,0.00023964248158430713,3
000300.SH,2016,丁,-0.0022178869630978537,3
000300.SH,2016,戊,-0.0019423257395523418,3
000300.SH,2016,己,0.0016623079610997807,3
000300.SH,2016,庚,0.0007949474030405875,3
000300.SH,2016,辛,-0.004018453440240822,3
000300.SH,2016,壬,-0.0018484286691162488,3
000300.SH,2016,癸,0.004552370221877343,3
000300.SH,2017,甲,8.506574006336234e-05,3
000300.SH,2017,乙,-0.0026198794560619533,3
000300.SH,2017,丙,-0.0009715346615441547,3
000300.SH,2017,丁,0.0026750095282919244,3
000300.SH,2017,戊,-0.0010950908994895666,3
000300.SH,2017,己,0.0010212584059313525,3
000300.SH,2017,庚,0.0006494070189287815,3
000300.SH,2017,辛,-0.00045129833531727735,3
000300.SH,2017,壬,0.002052684121970806,3
000300.SH,2017,癸,-0.0013456214627732747,3
000300.SH,2018,甲,-0.0006051124029686952,3
000300.SH,2018,乙,0.0011713427163760957,3
000300.SH,2018,丙,0.00045376048298735464,3
000300.SH,2018,丁,0.0029471920182105645,3
000300.SH,2018,戊,0.00011537017737269168,3
000300.SH,2018,己,-0.00054645422984081,3
000300.SH,2018,庚,-0.00235320871870264,3
000300.SH,2018,辛,-0.00024385654136022984,3
000300.SH,2018,壬,-0.0025745126705138356,3
000300.SH,2018,癸,0.0016354791684395032,3
000300.SH,2019,甲,-0.0025162119960215326,3
000300.SH,2019,乙,0.0005945415908434845,3
000300.SH,2019,丙,-0.0002475177232595567,3
000300.SH,2019,丁,0.0023764357197873405,3
000300.SH,2019,戊,0.0033682765303725375,3
000300.SH,2019,己,-0.0004533512865840996,3
000300.SH,2019,庚,-0.001972652166780522,3
000300.SH,2019,辛,0.000744508729345512,3
000300.SH,2019,壬,7.264208288239684e-05,3
000300.SH,2019,癸,-0.0019666714805855598,3
000300.SH,2020,甲,0.0019880588196332675,3
000300.SH,2020,乙,-0.002048854834816317,3
000300.SH,2020,丙,-0.00275646696592472,3
000300.SH,2020,丁,0.003928339150196725,3
000300.SH,2020,戊,-0.003747677156191333,3
000300.SH,2020,己,-0.0005417686098543154,3
000300.SH,2020,庚,0.0006102122020877103,3
000300.SH,2020,辛,-0.0025175589930905924,3
000300.SH,2020,壬,0.0033534599773869336,3
000300.SH,2020,癸,0.0017322564105726411,3
000300.SH,2021,甲,0.0010204499516989155,3
000300.SH,2021,乙,-0.0037236340044323785,3
000300.SH,2021,丙,-0.004434788422767657,3
000300.SH,2021,丁,-0.00114261463824499,3
000300.SH,2021,戊,0.0037188185525268112,3
000300.SH,2021,己,0.001623779877894482,3
000300.SH,2021,庚,0.0023271287814404166,3
000300.SH,2021,辛,-0.002820895892827613,3
000300.SH,2021,壬,0.00026466481115541954,3
000300.SH,2021,癸,0.0031670909835565943,3
000300.SH,2022,甲,-0.0010930792559430047,3
000300.SH,2022,乙,-0.0016188543481369187,3
000300.SH,2022,丙,-0.0031363026280473716,3
000300.SH,2022,丁,-0.004683197575051113,3
000300.SH,2022,戊,0.0015163562144315725,3
000300.SH,2022,己,-0.001795311355394343,3
000300.SH,2022,庚,0.0011570334736883555,3
000300.SH,2022,辛,0.002787905115250776,3
000300.SH,2022,壬,0.005734120061182651,3
000300.SH,2022,癸,0.0011313302980193963,3
000300.SH,2023,甲,0.0002045912333325622,3
000300.SH,2023,乙,-0.0006370553182574624,3
000300.SH,2023,丙,-0.0014748461199837375,3
000300.SH,2023,丁,-0.00030115990822990834,3
000300.SH,2023,戊,0.0016573892183396372,3
000300.SH,2023,己,-0.0010923581333884148,3
000300.SH,2023,庚,0.0016520533335315196,3
000300.SH,2023,辛,-0.0023678431189110686,3
000300.SH,2023,壬,0.0008162540508298436,3
000300.SH,2023,癸,0.0015429747627370284,3
000300.SH,2024,甲,0.0009209680682377135,3
000300.SH,2024,乙,0.00392966918426718,3
000300.SH,2024,丙,-0.004445313992413919,3
000300.SH,2024,丁,0.0024649016435017734,3
000300.SH,2024,戊,-0.0025942575163020775,3
000300.SH,2024,己,-0.0007476955272405356,3
000300.SH,2024,庚,-0.002206365261507113,3
000300.SH,2024,辛,0.004243305219481103,3
000300.SH,2024,壬,-0.0027776280713289686,3
000300.SH,2024,癸,0.0012124162533048459,3
000300.SH,2025,甲,-0.0013111193910082476,3
000300.SH,2025,乙,-0.0006523276422364434,3
000300.SH,2025,丙,-0.001176414074479771,3
000300.SH,2025,丁,0.0013179479064355255,3
000300.SH,2025,戊,-0.0018832677347497516,3
000300.SH,2025,己,0.0004457318251041081,3
000300.SH,2025,庚,-0.000642079819050569,3
000300.SH,2025,辛,5.149997259352112e-06,3
000300.SH,2025,壬,-2.268090850580408e-05,3
000300.SH,2025,癸,0.003919059841231601,3
000300.SH,2015,甲,-0.005700603720975564,5
000300.SH,2015,乙,0.002369592965771705,5
000300.SH,2015,丙,-0.0026952828091436503,5
000300.SH,2015,丁,0.012307337265602012,5
000300.SH,2015,戊,0.0008224012622848903,5
000300.SH,2015,己,-0.0005534494235251472,5
000300.SH,2015,庚,-0.0006334018750763085,5
000300.SH,2015,辛,0.0038614565376436623,5
000300.SH,2015,壬,-0.003920658157946137,5
000300.SH,2015,癸,-0.0058573920446354615,5
000300.SH,2016,甲,0.0019163898474568336,5
000300.SH,2016,乙,0.0009334033015245399,5
000300.SH,2016,丙,-3.7322891663568725e-06,5
000300.SH,2016,丁,-0.00227693157079816,5
000300.SH,2016,戊,-0.0019798524537055313,5
000300.SH,2016,己,0.0016189395404985953,5
000300.SH,2016,庚,0.000702024753820973,5
000300.SH,2016,辛,-0.003972708879915045,5
000300.SH,2016,壬,-0.001554771478197984,5
000300.SH,2016,癸,0.0046172392284821355,5
