ts_code,day_group,group_value,year_element,n_cell,marginal_mean,marginal_mean_all,marginal_effect_vs_all,jiazi_idx,hac_maxlags,formula
000001.SH,ganzhi_day,丁丑,木,15,0.004653278762914816,0.0001341575148580013,0.004519121248056815,13,5,ret_1d ~ C(ganzhi_day) * C(year_element) + C(weekday) + C(month)
000001.SH,ganzhi_day,丁丑,火,9,-0.007331616827564516,0.0001341575148580013,-0.007465774342422517,13,5,ret_1d ~ C(ganzhi_day) * C(year_element) + C(weekday) + C(month)
000001.SH,ganzhi_day,丁丑,土,10,0.0024990014790504307,0.0001341575148580013,0.002364843964192429,13,5,ret_1d ~ C(ganzhi_day) * C(year_element) + C(weekday) + C(month)
000001.SH,ganzhi_day,丁丑,金,15,-0.00015578165945372453,0.0001341575148580013,-0.0002899391743117258,13,5,ret_1d ~ C(ganzhi_day) * C(year_element) + C(weekday) + C(month)
000001.SH,ganzhi_day,丁丑,水,16,-0.004760919177464589,0.0001341575148580013,-0.00489507669232259,13,5,ret_1d ~ C(ganzhi_day) * C(year_element) + C(weekday) + C(month)
000001.SH,ganzhi_day,丁亥,木,18,0.00807489841731014,0.0001341575148580013,0.007940740902452139,23,5,ret_1d ~ C(ganzhi_day) * C(year_element) + C(weekday) + C(month)
000001.SH,ganzhi_day,丁亥,火,9,0.0062187583440203335,0.0001341575148580013,0.0060846008291623324,23,5,ret_1d ~ C(ganzhi_day) * C(year_element) + C(weekday) + C(month)
000001.SH,ganzhi_day,丁亥,土,8,0.005501026032734934,0.0001341575148580013,0.005366868517876933,23,5,ret_1d ~ C(ganzhi_day) * C(year_element) + C(weekday) + C(month)
000001.SH,ganzhi_day,丁亥,金,14,-0.000953338044002041,0.0001341575148580013,-0.0010874955588600424,23,5,ret_1d ~ C(ganzhi_day) * C(year_element) + C(weekday) + C(month)
000001.SH,ganzhi_day,丁亥,水,15,0.0016456867251420924,0.0001341575148580013,0.001511529210284091,23,5,ret_1d ~ C(ganzhi_day) * C(year_element) + C(weekday) + C(month)
000001.SH,ganzhi_day,丁卯,木,15,0.00042926297566205296,0.0001341575148580013,0.00029510546080405164,3,5,ret_1d ~ C(ganzhi_day) * C(year_element) + C(weekday) + C(month)
000001.SH,ganzhi_day,丁卯,火,9,-0.0012795838259564284,0.0001341575148580013,-0.0014137413408144297,3,5,ret_1d ~ C(ganzhi_day) * C(year_element) + C(weekday) + C(month)
