ts_code,n_days,n_min_jiazi,n_med_jiazi,n_max_jiazi,n_missing_jiazi,min_trade_date,max_trade_date,p_wald_k56,wald_stat_k56,df_num_k56,beta_s5,beta_c5,beta_s6,beta_c6,amp_5,phase_5_rad,amp_6,phase_6_rad,r2_controls,r2_harmonic,delta_r2,hac_maxlags,formula
399001.SZ,3916,61,65,70,0,20100104,20260213,0.11660286012453808,7.391218743816838,4,-0.0004322189701440696,0.0006167243002137149,-0.0003447319677734826,-0.0003163458355572928,0.0007531016535810398,2.182079206693697,0.0004678833372534431,-2.39910729938453,0.008724412426398986,0.010341750771819314,0.0016173383454203272,5,ret_1d ~ s5 + c5 + s6 + c6 + C(weekday) + C(month) + C(year)
