method,n_indices_used,fisher_stat,p_meta_k56,hac_maxlags,ts_codes_used,p_values
fisher,4,23.537442977715084,0.00273859765482418,5,"000300.SH,000852.SH,000001.SH,399001.SZ","0.0358731,0.235536,0.00785911,0.116603"
