ts_code,maxlags,group_value,marginal_effect_vs_all,se_effect,z_effect,p_value_effect,q_value_effect
000300.SH,0,甲,-0.0006809079242271576,0.0006346643677840804,-1.072863010420036,0.28333258448673815,0.7083314612168454
000300.SH,0,乙,9.620405572199935e-05,0.0006694613185485185,0.1437036809394494,0.8857344644027518,0.9003478948936227
000300.SH,0,丙,-0.0019705421881434483,0.0006951081054344364,-2.8348715440627426,0.004584411511224594,0.04584411511224594
000300.SH,0,丁,0.0007727978958767143,0.0006792244103776884,1.1377651981721237,0.2552185406269931,0.7083314612168454
000300.SH,0,戊,0.00011052807862261003,0.0006681977740935969,0.16541222211124595,0.8686195343341219,0.9003478948936227
000300.SH,0,己,0.00019839188063437685,0.0005958534367057498,0.33295416022304297,0.7391688855876075,0.9003478948936227
000300.SH,0,庚,0.0002330384006410334,0.0006568871734429147,0.3547616852063337,0.7227681344884215,0.9003478948936227
000300.SH,0,辛,-7.565895363223588e-05,0.0006041991455967102,-0.12522188120195807,0.9003478948936227,0.9003478948936227
000300.SH,0,壬,0.00031152545002018555,0.0006253788651501861,0.4981387561688261,0.6183862455365878,0.9003478948936227
000300.SH,0,癸,0.0010467728160367799,0.0006529867740983964,1.6030536261352288,0.10892281511041717,0.5446140755520859
000300.SH,1,甲,-0.0006809079242271576,0.0006357836935196134,-1.070974186924711,0.2841810363516146,0.7104525908790366
000300.SH,1,乙,9.620405572199935e-05,0.0006706407775251599,0.1434509486241167,0.8859340478255933,0.8995787230206679
000300.SH,1,丙,-0.0019705421881434483,0.0006989079719069861,-2.819458737559939,0.0048104715288733195,0.048104715288733196
000300.SH,1,丁,0.0007727978958767143,0.0006794934926643172,1.1373146383588568,0.25540677746678664,0.7104525908790366
000300.SH,1,戊,0.00011052807862261003,0.0006691696362989354,0.16517198723170165,0.8688086133525511,0.8995787230206679
000300.SH,1,己,0.00019839188063437685,0.0005932135280073178,0.3344358671333768,0.7380506778984062,0.8995787230206679
000300.SH,1,庚,0.0002330384006410334,0.0006579687736187124,0.3541785111766984,0.723205106767556,0.8995787230206679
000300.SH,1,辛,-7.565895363223588e-05,0.00059954695199895,-0.1261935422738473,0.8995787230206679,0.8995787230206679
000300.SH,1,壬,0.00031152545002018555,0.0006167733306243075,0.5050890409039814,0.6134962982809768,0.8995787230206679
000300.SH,1,癸,0.0010467728160367799,0.0006472358039382402,1.6172974512032154,0.10581408921450397,0.5290704460725199
000300.SH,3,甲,-0.0006809079242271576,0.0006392287262888299,-1.0652023230875505,0.2867843825917574,0.7169609564793935
000300.SH,3,乙,9.620405572199935e-05,0.0006789726018601318,0.1416906300172292,0.8873243764299148,0.8990962454359275
000300.SH,3,丙,-0.0019705421881434483,0.0007001099196156872,-2.8146182948316776,0.004883520049445667,0.048835200494456665
000300.SH,3,丁,0.0007727978958767143,0.0006891021699244926,1.1214561927172466,0.2620937285799435,0.7169609564793935
000300.SH,3,戊,0.00011052807862261003,0.0006631712878624525,0.16666595892422698,0.8676328916861946,0.8990962454359275
000300.SH,3,己,0.00019839188063437685,0.0005909544130952979,0.33571435670518324,0.7370862784641341,0.8990962454359275
