ts_code,oos_year,stem,oos_effect
000852.SH,2015,甲,-0.005124672952189389
000852.SH,2015,乙,0.003265676638129049
000852.SH,2015,丙,1.017378411716837e-05
000852.SH,2015,丁,0.015223817626259736
000852.SH,2015,戊,0.0036850865760580604
000852.SH,2015,己,0.000735823655604307
000852.SH,2015,庚,-0.0006159470590139586
000852.SH,2015,辛,-0.0022981852199166044
000852.SH,2015,壬,-0.0012885190006985663
000852.SH,2015,癸,-0.013593254048349808
000852.SH,2016,甲,0.0013100313377843761
000852.SH,2016,乙,0.000831285566458777
000852.SH,2016,丙,-0.0012189278798706137
000852.SH,2016,丁,-0.0032249227346188482
000852.SH,2016,戊,0.00034788121602540424
000852.SH,2016,己,0.002390136874468702
000852.SH,2016,庚,-0.0005575475468439689
000852.SH,2016,辛,-0.002339652152532668
000852.SH,2016,壬,-0.003293419086271469
000852.SH,2016,癸,0.005755134405400307
000852.SH,2017,甲,0.0018852197800251218
000852.SH,2017,乙,-0.0035635676264978893
000852.SH,2017,丙,-0.0014877058288517305
000852.SH,2017,丁,0.002342754345944674
000852.SH,2017,戊,-0.00224933959895368
000852.SH,2017,己,-2.1678633109508197e-05
000852.SH,2017,庚,-0.00038529670583239875
000852.SH,2017,辛,-0.00029913748613326645
000852.SH,2017,壬,0.003177646275723905
000852.SH,2017,癸,0.0006011054776847722
000852.SH,2018,甲,-0.0036269943383085033
000852.SH,2018,乙,0.0012686171214382961
000852.SH,2018,丙,-0.0016694274221280348
000852.SH,2018,丁,0.003523871894341577
000852.SH,2018,戊,0.001839724923169864
000852.SH,2018,己,0.000395905668946382
000852.SH,2018,庚,-0.00032620939718621083
000852.SH,2018,辛,0.001982880781097841
000852.SH,2018,壬,-0.00477495069720916
000852.SH,2018,癸,0.001386581465837948
000852.SH,2019,甲,-0.0014794043613120262
000852.SH,2019,乙,-0.0006308616707403681
000852.SH,2019,丙,-0.004390005603926959
000852.SH,2019,丁,0.003856790554841385
000852.SH,2019,戊,0.004202511898757113
000852.SH,2019,己,0.0031079302841871695
000852.SH,2019,庚,-0.002154401069937171
000852.SH,2019,辛,0.0007648706282144464
000852.SH,2019,壬,-0.00266559546372825
000852.SH,2019,癸,-0.0006118351963553389
000852.SH,2020,甲,0.0016797734673022657
000852.SH,2020,乙,-0.0004298723622300297
000852.SH,2020,丙,-0.005600759810740295
000852.SH,2020,丁,0.0029058562120594655
000852.SH,2020,戊,-0.0016011656854428462
000852.SH,2020,己,-0.0007430167349788134
000852.SH,2020,庚,0.001972866691618161
000852.SH,2020,辛,-0.0037703995915660234
000852.SH,2020,壬,0.0030060836243955033
000852.SH,2020,癸,0.002580634189582613
000852.SH,2021,甲,0.0011258460291580807
000852.SH,2021,乙,-0.0043964457869188
000852.SH,2021,丙,-0.0017804079540040168
000852.SH,2021,丁,-0.0036272430420275915
000852.SH,2021,戊,0.003248748353760508
000852.SH,2021,己,0.0018939860079796858
000852.SH,2021,庚,0.0020590831320338445
000852.SH,2021,辛,0.0009015584580816137
000852.SH,2021,壬,0.0006850570186280288
000852.SH,2021,癸,-0.0001101822166913541
000852.SH,2022,甲,-0.003070639282396678
000852.SH,2022,乙,-0.0019431146172650432
000852.SH,2022,丙,-0.005357805692480318
000852.SH,2022,丁,-0.0017963398354973964
000852.SH,2022,戊,0.0006255486709141253
000852.SH,2022,己,-0.002623023041405519
000852.SH,2022,庚,0.002117707252344993
000852.SH,2022,辛,0.0015716496799763856
000852.SH,2022,壬,0.008061704565456407
000852.SH,2022,癸,0.0024143123003530454
000852.SH,2023,甲,-0.0015800760810120293
000852.SH,2023,乙,-0.0011764209347329907
000852.SH,2023,丙,-0.00047735844963844626
000852.SH,2023,丁,-0.0014044416737512017
000852.SH,2023,戊,0.002698186359584244
000852.SH,2023,己,0.0008761969208711082
000852.SH,2023,庚,0.000596260680920933
000852.SH,2023,辛,-0.0007880349783825129
000852.SH,2023,壬,0.0009091405931935038
000852.SH,2023,癸,0.0003465475629473921
000852.SH,2024,甲,0.001322591691865019
000852.SH,2024,乙,0.003629344026388006
000852.SH,2024,丙,-0.0018384090858309015
000852.SH,2024,丁,0.0040035541194277735
000852.SH,2024,戊,-0.0025827940682748426
000852.SH,2024,己,-0.008579041646665092
000852.SH,2024,庚,-0.0027521124851174446
000852.SH,2024,辛,0.007114977732314386
000852.SH,2024,壬,-0.003913341417664784
000852.SH,2024,癸,0.0035952311335578817
000852.SH,2025,甲,-0.001335005142882646
000852.SH,2025,乙,-0.0007139979290892367
000852.SH,2025,丙,-0.0023593631290378435
000852.SH,2025,丁,0.001737508789272923
000852.SH,2025,戊,-0.0014741488249586786
000852.SH,2025,己,0.00017609760763487954
000852.SH,2025,庚,0.001908144667873671
000852.SH,2025,辛,-0.0002699771353649247
000852.SH,2025,壬,-0.002156596662803467
000852.SH,2025,癸,0.004487337759355323
