ts_code,oos_year,stem,oos_effect
000300.SH,2015,甲,-0.005700603720975564
000300.SH,2015,乙,0.002369592965771705
000300.SH,2015,丙,-0.0026952828091436503
000300.SH,2015,丁,0.012307337265602012
000300.SH,2015,戊,0.0008224012622848903
000300.SH,2015,己,-0.0005534494235251472
000300.SH,2015,庚,-0.0006334018750763085
000300.SH,2015,辛,0.0038614565376436623
000300.SH,2015,壬,-0.003920658157946137
000300.SH,2015,癸,-0.0058573920446354615
000300.SH,2016,甲,0.0019163898474568336
000300.SH,2016,乙,0.0009334033015245399
000300.SH,2016,丙,-3.7322891663568725e-06
000300.SH,2016,丁,-0.00227693157079816
000300.SH,2016,戊,-0.0019798524537055313
000300.SH,2016,己,0.0016189395404985953
000300.SH,2016,庚,0.000702024753820973
000300.SH,2016,辛,-0.003972708879915045
000300.SH,2016,壬,-0.001554771478197984
000300.SH,2016,癸,0.0046172392284821355
000300.SH,2017,甲,0.0002996003063544408
000300.SH,2017,乙,-0.0026570465801900316
000300.SH,2017,丙,-0.0009565160351840581
000300.SH,2017,丁,0.002813190389471743
000300.SH,2017,戊,-0.001072452124350172
000300.SH,2017,己,0.001192275307796077
000300.SH,2017,庚,0.0005602787706052695
000300.SH,2017,辛,-0.0006195913205992746
000300.SH,2017,壬,0.0018402428746845105
000300.SH,2017,癸,-0.0013999815885885048
000300.SH,2018,甲,-0.0004901775089821742
000300.SH,2018,乙,0.0012009852139530902
000300.SH,2018,丙,0.0004173878920423937
000300.SH,2018,丁,0.0028937749562049694
000300.SH,2018,戊,0.00020469929550044814
000300.SH,2018,己,-0.0005092463019811836
000300.SH,2018,庚,-0.0022941881260288635
000300.SH,2018,辛,-0.00019949078701903943
000300.SH,2018,壬,-0.002682676032486544
000300.SH,2018,癸,0.0014589313987969006
000300.SH,2019,甲,-0.002529517986397176
000300.SH,2019,乙,0.0006779678334257846
000300.SH,2019,丙,-0.0003042524823323057
000300.SH,2019,丁,0.0023459930980166003
000300.SH,2019,戊,0.0034110822749045416
000300.SH,2019,己,-0.00043098308618513934
000300.SH,2019,庚,-0.0019681312883832007
000300.SH,2019,辛,0.0006017816459909285
000300.SH,2019,壬,0.00021659031876143653
000300.SH,2019,癸,-0.002020530327801471
000300.SH,2020,甲,0.0021475859700379333
000300.SH,2020,乙,-0.0019355146283661837
000300.SH,2020,丙,-0.0028802753805305375
000300.SH,2020,丁,0.003905882870902662
000300.SH,2020,戊,-0.003652475704118056
000300.SH,2020,己,-0.0005334376949769731
000300.SH,2020,庚,0.0005396210886776335
000300.SH,2020,辛,-0.0025327209624722803
000300.SH,2020,壬,0.0032809724598839764
000300.SH,2020,癸,0.0016603619809618245
000300.SH,2021,甲,0.001062718093961008
000300.SH,2021,乙,-0.003664568055480062
000300.SH,2021,丙,-0.0044031122003950485
000300.SH,2021,丁,-0.001065431780910162
000300.SH,2021,戊,0.0036354259755201957
000300.SH,2021,己,0.0015582381395315452
000300.SH,2021,庚,0.0022843142923679323
000300.SH,2021,辛,-0.0029592286151474334
000300.SH,2021,壬,0.00029910687801724544
000300.SH,2021,癸,0.0032525372725347793
000300.SH,2022,甲,-0.001056701000088239
000300.SH,2022,乙,-0.0015851476445509463
000300.SH,2022,丙,-0.0031496775408556012
000300.SH,2022,丁,-0.004701289419778638
000300.SH,2022,戊,0.0015587829312914462
000300.SH,2022,己,-0.0018289219767029393
000300.SH,2022,庚,0.001116033323530407
000300.SH,2022,辛,0.002817917479876193
000300.SH,2022,壬,0.005766136464488727
000300.SH,2022,癸,0.0010628673827895927
000300.SH,2023,甲,0.00018692028107677333
000300.SH,2023,乙,-0.0005674226887239593
000300.SH,2023,丙,-0.0015728112195160578
000300.SH,2023,丁,-0.00038600304070462044
000300.SH,2023,戊,0.0016286061704636713
000300.SH,2023,己,-0.0010629886442155552
000300.SH,2023,庚,0.0017165937632458409
000300.SH,2023,辛,-0.002369354859908992
000300.SH,2023,壬,0.0008991141792662038
000300.SH,2023,癸,0.0015273460590166962
000300.SH,2024,甲,0.0010355605647676073
000300.SH,2024,乙,0.0038814259095744253
000300.SH,2024,丙,-0.004524744925228027
000300.SH,2024,丁,0.0025195946328654003
000300.SH,2024,戊,-0.002631102306125857
000300.SH,2024,己,-0.0008031659712563634
000300.SH,2024,庚,-0.002265679409597692
000300.SH,2024,辛,0.004244443741056406
000300.SH,2024,壬,-0.0027436323271062585
000300.SH,2024,癸,0.0012873000910503581
000300.SH,2025,甲,-0.0011890032009528354
000300.SH,2025,乙,-0.0006920992902436776
000300.SH,2025,丙,-0.0012064959669507618
000300.SH,2025,丁,0.0014121066756683498
000300.SH,2025,戊,-0.0018490303896083315
000300.SH,2025,己,0.0003795213829024431
000300.SH,2025,庚,-0.0006226114752453112
000300.SH,2025,辛,1.945935431304016e-05
000300.SH,2025,壬,-0.000131724845257169
000300.SH,2025,癸,0.003879877755374254
