ts_code,n_days,n_min_jiazi,n_med_jiazi,n_max_jiazi,n_missing_jiazi,min_trade_date,max_trade_date,p_wald_k56,wald_stat_k56,df_num_k56,beta_s5,beta_c5,beta_s6,beta_c6,amp_5,phase_5_rad,amp_6,phase_6_rad,r2_controls,r2_harmonic,delta_r2,hac_maxlags,formula
000300.SH,3916,61,65,70,0,20100104,20260213,0.03587313741317774,10.286190506119242,4,-0.00048402298944502474,0.0005942603099958857,-0.00039838083183756925,-0.00020417133870019436,0.0007664356270083644,2.254314352224706,0.00044765301598696187,-2.667992813380357,0.007590928297474542,0.009713456640781604,0.002122528343307062,5,ret_1d ~ s5 + c5 + s6 + c6 + C(weekday) + C(month) + C(year)
