ts_code,n_days,n_min_jiazi,n_med_jiazi,n_max_jiazi,n_missing_jiazi,min_trade_date,max_trade_date,p_wald_k56,wald_stat_k56,df_num_k56,beta_s5,beta_c5,beta_s6,beta_c6,amp_5,phase_5_rad,amp_6,phase_6_rad,r2_controls,r2_harmonic,delta_r2,hac_maxlags,formula
000001.SH,3916,61,65,70,0,20100104,20260213,0.007859110827164657,13.829637153795014,4,-0.0005159344064483346,0.0006928182566482287,-0.00036993712355223255,-0.0001427429270603777,0.0008638202640030426,2.2108899738176477,0.0003965211452216188,-2.7733374250914764,0.007192375770773252,0.010099859818294088,0.0029074840475208363,5,ret_1d ~ s5 + c5 + s6 + c6 + C(weekday) + C(month) + C(year)
